search_time (s),config time (ms)
0,189651.4746372773
1,91571.55909883011
2,51600.276787319344
3,29174.244377659656
4,29174.244377659656
5,29174.244377659656
6,29174.244377659656
7,29174.244377659656
8,29174.244377659656
9,29174.244377659656
10,30191.257367353737
11,30191.257367353737
12,30191.257367353737
13,30191.257367353737
14,30191.257367353737
15,44874.515250086944
16,44874.515250086944
17,44874.515250086944
18,44874.515250086944
19,44874.515250086944
20,51600.276787319344
21,51600.276787319344
22,51600.276787319344
23,51600.276787319344
24,51600.276787319344
25,91571.55909883011
26,91571.55909883011
27,91571.55909883011
28,91571.55909883011
29,91571.55909883011
30,189651.4746372773
31,189651.4746372773
32,189651.4746372773
33,189651.4746372773
34,189651.4746372773
35,28019.404457043485
36,28019.404457043485
37,28019.404457043485
38,28019.404457043485
39,28019.404457043485
