stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,90817.70,57682.93,54162.93,3520.00
stage-1,89919.72,49752.45,46752.45,3000.00
stage-2,89919.72,46502.10,43502.10,3000.00
stage-3,89919.72,43251.75,40251.75,3000.00
stage-4,89919.72,40001.40,37001.40,3000.00
stage-5,89919.72,36751.05,33751.05,3000.00
stage-6,96809.49,35784.77,32584.77,3200.00
stage-7,98634.66,33548.40,30248.40,3300.00
